"","player_id","name","season","team_id","nation","pos","matches","starts","minutes","goals","assists","yellow_cards","red_cards"
"374",327,"Madison Tiernan",2018,"NJ","USA","MF",22,15,1240,2,1,4,0
"375",157,"Erika Tymrak",2018,"UTA","USA","FW,MF",14,5,478,1,1,1,0
"376",94,"Chioma Ubogagu",2018,"ORL","USA","FW",21,17,1339,4,1,2,0
"377",436,"Rumi Utsugi",2018,"SEA","JPN","MF",15,15,1239,1,0,0,0
"378",372,"Michele Vasconcelos",2018,"CHI","USA","FW",19,10,904,1,0,1,0
"379",118,"Dani Weatherholt",2018,"ORL","USA","MF",23,17,1658,2,0,1,0
"380",332,"Mallory Weber",2018,"POR","USA","FW",14,9,713,0,0,0,0
"381",489,"Tiffany Weimer",2018,"WAS","USA","FW",3,1,84,0,0,0,0
"382",97,"Christen Westphal",2018,"SEA","USA","DF",12,9,693,0,1,0,0
"383",435,"Rosie White",2018,"CHI","NZL","FW",10,4,377,1,1,1,0
"384",321,"Lynn Williams",2018,"NC","USA","FW",21,20,1708,14,5,1,0
"385",437,"Ryan Williams",2018,"NC","USA","DF,MF",1,0,10,0,0,0,0
"386",40,"Arin Wright",2018,"CHI","USA","DF",24,23,2040,0,4,3,0
"387",198,"Janine van Wyk",2018,"HOU","RSA","DF",20,20,1720,0,0,1,0
"388",50,"Beverly Yanez",2018,"SEA","USA","FW,MF",19,14,1167,2,0,0,0
"389",160,"Erin Yenney",2018,"CHI","USA","MF",3,0,27,0,0,0,0
"390",173,"Gunnhildur Yrsa Jónsdóttir",2018,"UTA","ISL","MF",24,24,2160,1,2,4,0
"391",457,"Shelina Zadorsky",2018,"ORL","CAN","DF",23,23,2070,0,2,3,0
"392",351,"McCall Zerboni",2018,"NC","USA","MF",20,20,1800,3,1,1,0
"393",305,"Lindsay Agnew",2019,"HOU","CAN","FW",7,5,373,0,0,2,0
"394",34,"NA Andressinha",2019,"POR","BRA","MF",7,4,371,1,0,0,0
"395",384,"Morgan Andrews",2019,"SEA","USA","MF",9,7,603,0,0,0,0
"396",133,"Dorian Bailey",2019,"WAS","USA","MF",19,12,1223,1,0,0,0
"397",49,"Bethany Balcer",2019,"SEA","USA","FW",24,19,1699,6,2,1,0
"398",140,"Elizabeth Ball",2019,"POR","USA","DF",15,13,1089,0,0,2,0
"399",290,"Lauren Barnes",2019,"SEA","USA","DF",23,23,2070,0,0,5,0
"400",352,"McKenzie Berryhill",2019,"WAS","USA","DF",3,2,196,0,0,0,0
"401",497,"Veronica Boquete",2019,"UTA","ESP","FW,MF",21,19,1630,0,6,0,0
"402",89,"Celeste Boureille",2019,"POR","USA","MF",10,7,651,0,1,2,0
"403",239,"Katie Bowen",2019,"UTA","NZL","DF,MF",19,17,1504,0,0,1,0
"404",215,"Joanna Boyles",2019,"ORL","USA","MF",19,16,1379,1,2,0,0
"405",141,"Elizabeth Brandon",2019,"HOU","USA","MF",1,0,NA,0,0,0,0
"406",385,"Morgan Brian",2019,"CHI","USA","MF",13,11,951,1,1,0,0
"407",27,"Amber Brooks",2019,"HOU","USA","DF,MF",24,24,2160,1,0,2,0
"408",116,"Dagný Brynjarsdóttir",2019,"POR","ISL","MF",21,17,1563,1,0,3,0
"409",37,"Ariana Calderón",2019,"HOU","MEX","FW",8,0,129,0,1,1,0
"410",55,"Bridget Callahan",2019,"ORL","USA","MF",8,6,496,0,0,1,0
"411",68,"NA Camila",2019,"ORL","BRA","DF",16,4,579,1,0,2,0
"412",147,"Ellie Carpenter",2019,"POR","AUS","DF",16,14,1222,0,1,0,0
"413",464,"Steph Catley",2019,"SEA","AUS","DF",15,15,1305,0,2,1,0
"414",20,"Allysha Chapman",2019,"HOU","CAN","DF",14,14,1217,0,0,2,0
"415",458,"Simone Charley",2019,"POR","USA","FW",11,6,496,0,2,0,0
"416",120,"Danielle Colaprico",2019,"CHI","USA","MF",19,18,1612,1,0,2,0
"417",475,"Taylor Comeau",2019,"HOU","USA","DF",1,1,90,0,0,0,0
"418",415,"Rachel Corsie",2019,"UTA","SCO","DF",19,19,1710,1,0,2,0
"419",360,"Meghan Cox",2019,"UTA","USA","DF",2,0,7,0,0,0,0
"420",465,"Stephanie Cox",2019,"SEA","USA","DF",7,3,290,0,0,0,0
"421",32,"Ana-Maria Crnogorcevic",2019,"POR","SUI","FW",12,9,761,1,1,0,0
"422",356,"Megan Crosson",2019,"WAS",NA,"DF",9,3,382,1,0,0,0
"423",1,"Abby Dahlkemper",2019,"NC","USA","MF",14,14,1260,0,0,0,0
"424",270,"Kiersten Dallstream",2019,"SEA","USA","DF,FW",2,0,33,0,0,0,0
"425",416,"Rachel Daly",2019,"HOU","ENG","FW",17,17,1529,5,1,2,1
"426",486,"Tierna Davidson",2019,"CHI","USA","DF",13,13,1084,1,0,0,0
"427",125,"NA Debinha",2019,"NC","BRA","FW",19,17,1529,8,7,0,0
"428",496,"Vanessa DiBernardo",2019,"CHI","USA","MF",21,18,1550,3,2,0,0
"429",221,"Jordan DiBiasi",2019,"WAS","USA","MF",22,20,1747,4,0,0,0
"430",329,"Makenzy Doniak",2019,"UTA","USA","FW",11,1,166,1,0,0,0
"431",187,"Imani Dorsey",2019,"NJ","USA","FW",23,23,1959,2,0,2,0
"432",359,"Meggie Dougherty Howard",2019,"WAS","USA","MF",22,18,1562,0,0,5,0
"433",114,"Crystal Dunn",2019,"NC","USA","DF,MF",13,11,999,7,4,0,0
"434",72,"Caprice Dydasco",2019,"NJ","USA","DF",23,23,2028,0,0,2,0
"435",142,"Elizabeth Eddy",2019,"NC","USA","MF",3,0,65,1,0,0,0
"436",142,"Elizabeth Eddy",2019,"NJ","USA","MF",17,15,1281,1,1,0,0
"437",276,"Kristen Edmonds",2019,"ORL","USA","DF",13,9,866,0,0,2,0
"438",153,"Emily van Egmond",2019,"ORL","AUS","MF",8,7,628,0,1,1,0
"439",59,"Brooke Elby",2019,"CHI","USA","MF",16,2,317,2,0,0,0
"440",2,"Abby Elinsky",2019,"ORL","USA","MF",18,4,546,0,0,3,0
"441",323,NA,2019,"UTA","USA","DF",1,0,NA,0,0,0,0
"442",103,"Claire Emslie",2019,"ORL","SCO","FW",11,9,773,0,1,4,0
"443",3,"Abby Erceg",2019,"NC","NZL","DF,FW",20,20,1775,1,0,1,0
"444",228,"Julie Ertz",2019,"CHI","USA","DF,MF",14,14,1260,0,1,2,0
"445",119,"Danica Evans",2019,"ORL","USA","FW",9,3,322,1,1,0,0
"446",345,"Marissa Everett",2019,"POR","USA","FW",4,0,35,1,0,0,0
"447",65,"Cali Farquharson",2019,"WAS","USA","FW",13,6,541,0,2,0,0
"448",62,"Caitlin Farrell",2019,"ORL","USA","DF",3,0,14,0,0,0,0
"449",46,"Bayley Feist",2019,"WAS","USA","MF",12,4,470,1,2,2,0
"450",194,"Jamia Fields",2019,"HOU","USA","FW",16,5,432,0,0,0,0
"451",211,NA,2019,"SEA","WAL","MF",5,5,414,3,1,0,0
"452",438,"Sabrina Flores",2019,"NJ","USA","DF",4,4,360,0,0,1,0
"453",63,"Caitlin Foord",2019,"POR","AUS","DF,FW",17,9,837,3,2,3,0
"454",168,NA,2019,"NJ","BRA","FW",3,0,36,0,0,0,0
"455",508,"Zoey Goralski",2019,"CHI","USA","MF",5,0,58,0,1,0,0
"456",445,"Sarah Gorden",2019,"CHI","USA","DF",23,23,2054,0,0,0,0
"457",158,"Erin Greening",2019,"ORL","USA","MF",17,16,1438,1,0,3,0
"458",456,"Shea Groom",2019,"SEA","USA","FW",15,14,1036,2,0,3,0
"459",277,"Kristen Hamilton",2019,"NC","USA","FW",22,17,1314,9,5,0,0
"460",174,"Haley Hanson",2019,"HOU","USA","MF",24,21,1947,0,0,3,0
"461",29,"Amy Harrison",2019,"WAS","AUS","DF",10,8,508,0,2,1,0
"462",43,"Ashley Hatch",2019,"WAS","USA","FW",24,24,2096,7,2,1,0
"463",491,"Tobin Heath",2019,"POR","USA","MF",13,12,1093,3,3,1,0
"464",417,"Rachel Hill",2019,"ORL","USA","FW",24,22,1851,4,2,2,0
"465",192,"Jaelene Hinkle",2019,"NC","USA","DF",24,24,2160,1,6,1,0
"466",308,"Lindsey Horan",2019,"POR","USA","FW",13,13,1147,1,2,2,0
"467",204,"Jen Hoy",2019,"NJ","USA","FW,MF",21,11,960,2,1,1,0
"468",258,"Kelli Hubly",2019,"POR","USA","DF",3,3,251,0,0,0,0
"469",77,"Carlin Hudson",2019,"WAS","USA","DF",4,0,50,0,0,0,0
"470",460,"Sofia Huerta",2019,"HOU","MEX","FW",24,23,2082,5,3,1,0
"471",493,"Tori Huster",2019,"WAS","USA","MF",22,22,1935,0,3,3,0
"472",229,"Julie James",2019,"NJ","USA","MF",16,12,1116,0,1,4,0
"473",124,"Darian Jenkins",2019,"SEA","USA","FW",17,11,900,4,1,1,0
"474",90,NA,2019,"SEA","ESP","DF",12,10,900,1,0,3,0
"475",162,"Estelle Johnson",2019,"NJ","CMR","DF",15,15,1305,0,0,0,0
"476",200,"Jaycie Johnson",2019,"SEA","USA","FW",1,0,21,0,0,0,0
"477",240,NA,2019,"CHI","MEX","FW",19,11,1044,1,3,3,2
"478",443,"Samantha Johnson",2019,"UTA","USA","DF,MF",8,8,675,0,0,1,0
"479",390,"Nahomi Kawasumi",2019,"NJ","JPN","FW,MF",19,10,996,0,1,0,0
"480",135,"Elise Kellond-Knight",2019,"SEA","AUS","DF,MF",3,0,103,0,0,0,0
"481",135,"Elise Kellond-Knight",2019,"WAS","AUS","DF,MF",6,4,347,0,0,2,0
"482",328,"Maegan Kelly",2019,"SEA","CAN","MF",6,2,199,0,0,0,0
"483",9,"Alanna Kennedy",2019,"ORL","AUS","MF",15,15,1349,1,0,2,1
"484",439,"Sam Kerr",2019,"CHI","AUS","FW,MF",21,21,1863,18,5,1,0
"485",449,"Sarah Killion",2019,"NJ","USA","MF",24,24,2160,1,3,0,0
"486",230,"Julie King",2019,"ORL","USA","DF",2,2,132,0,0,0,1
"487",88,"Cecelia Kizer",2019,"HOU","USA","FW",16,2,363,0,0,1,0
"488",361,"Meghan Klingenberg",2019,"POR","USA","DF,MF",23,23,2017,0,4,1,0
"489",15,"Ali Krieger",2019,"ORL","USA","DF,MF",12,12,1080,0,0,1,0
"490",231,"Kaleigh Kurtz",2019,"NC","USA","DF",9,9,810,0,0,1,0
"491",314,"Lo’eau LaBonta",2019,"UTA","USA","MF",22,22,1859,2,2,1,0
"492",334,"Mandy Laddish",2019,"UTA","USA","MF",11,9,633,0,0,0,0
"493",498,"Veronica Latsko",2019,"HOU","USA","MF",4,1,117,0,0,0,0
"494",434,"Rose Lavelle",2019,"WAS","USA","MF",6,5,450,1,1,1,0
"495",472,"Sydney Leroux",2019,"ORL","USA","FW",3,0,28,0,0,0,0
"496",172,"Gina Lewandowski",2019,"NJ","USA","DF,MF",13,12,1079,0,0,1,0
"497",76,"Carli Lloyd",2019,"NJ","USA","MF",14,14,1260,8,1,2,0
"498",95,"Chloe Logarzo",2019,"WAS","AUS","MF",15,9,796,1,0,1,0
"499",18,"Allie Long",2019,"SEA","USA","MF",14,14,1223,0,2,3,0
"500",495,"Tyler Lussi",2019,"POR","USA","FW",12,1,277,2,1,1,0
"501",377,"Michelle Maemone",2019,"UTA","USA","DF",7,6,442,0,1,1,0
"502",346,"NA Marta",2019,"ORL","BRA","FW",14,14,1254,6,0,4,1
"503",369,"Merritt Mathias",2019,"NC","USA","DF,MF",20,20,1772,0,5,0,0
"504",93,"Cheyna Matthews",2019,"WAS","JAM","FW",17,9,905,3,1,3,0
"505",22,"Alyssa Mautz",2019,"CHI","USA","FW,MF",3,3,217,0,0,0,0
"506",488,"Tiffany McCarty",2019,"WAS","USA","FW",1,0,38,1,0,0,0
"507",452,"Savannah McCaskill",2019,"NJ","USA","FW",6,4,386,0,1,1,0
"508",452,"Savannah McCaskill",2019,"CHI","USA","FW",16,8,658,1,0,0,0
"509",248,"Kayla McCoy",2019,"HOU","JAM","FW",1,1,54,0,0,0,0
"510",212,"Jessica McDonald",2019,"NC","USA","FW",14,9,860,5,3,1,0
"511",478,"Tegan McGrady",2019,"WAS","USA","DF",6,5,392,0,0,0,0
"512",278,"Kristen McNabb",2019,"SEA","USA","DF",15,10,1001,0,1,4,0
"513",353,"McKenzie Meehan",2019,"NC","USA","FW",3,0,41,1,0,0,0
"514",353,"McKenzie Meehan",2019,"NJ","USA","FW",3,0,14,0,0,0,0
"515",150,"Emily Menges",2019,"POR","USA","DF",19,19,1665,0,0,0,0
"516",280,"Kristie Mewis",2019,"HOU","USA","DF,MF",22,20,1818,4,1,1,0
"517",441,NA,2019,"NC","USA","MF",12,11,995,2,1,0,0
"518",295,"Lauren Milliet",2019,"NC","USA","MF",2,0,45,0,0,0,0
"519",473,"Sydney Miramontez",2019,"UTA","USA","DF",4,2,210,0,0,0,0
"520",410,"Paige Monaghan",2019,"NJ","USA","FW",23,20,1759,2,1,2,0
"521",11,"Alex Morgan",2019,"ORL","USA","FW",6,5,395,0,0,1,0
"522",426,"Rebecca Moros",2019,"UTA","USA","DF,MF",8,7,611,0,0,0,0
"523",451,"Satara Murray",2019,"HOU","USA","DF",9,9,752,0,0,2,0
"524",504,"Yuki Nagasato",2019,"CHI","JPN","FW",24,24,2114,8,8,3,0
"525",101,"Christine Nairn",2019,"HOU","USA","MF",22,19,1663,1,2,6,0
"526",242,NA,2019,"CHI","USA","DF",21,18,1539,0,0,2,0
"527",14,"Alexa Newfield",2019,"UTA","USA","FW",2,0,25,0,0,0,0
"528",411,"Paige Nielsen",2019,"WAS","USA","FW",22,22,1913,0,0,4,1
"529",485,"Theresa Nielsen",2019,"SEA","DEN","DF",21,19,1721,0,2,2,0
"530",257,"Kelley O'Hara",2019,"UTA","USA","DF,FW",4,2,242,0,1,0,0
"531",183,"Heather O'Reilly",2019,"NC","USA","FW,MF",13,4,437,1,1,0,0
"532",126,"Denise O'Sullivan",2019,"NC","IRL","FW",23,22,1966,0,1,4,0
"533",151,"Emily Ogle",2019,"POR","USA","MF",3,1,92,0,0,0,0
"534",253,"Kealia Ohai",2019,"HOU","USA","FW,MF",23,22,1801,2,1,1,0
"535",186,"Ifeoma Onumonu",2019,"SEA","USA","FW",20,8,994,2,1,1,0
"536",357,"Megan Oyster",2019,"SEA","USA","DF",20,20,1729,0,0,0,0
"537",82,"Carson Pickett",2019,"ORL","USA","DF",20,19,1688,0,1,2,0
"538",26,"Amandine Pierre-Louis",2019,"NJ","CAN","DF",11,1,168,0,1,3,1
"539",326,"Madison Pogarch",2019,"POR","USA","DF",3,1,102,0,0,0,0
"540",105,"Clare Polkinghorne",2019,"HOU","AUS","DF",9,9,810,0,0,0,0
"541",96,"Christen Press",2019,"UTA","USA","FW",14,14,1255,8,2,1,0
"542",492,"Toni Pressley",2019,"ORL","USA","DF",10,9,828,1,0,1,0
"543",398,"Nichelle Prince",2019,"HOU","CAN","FW",4,4,343,1,0,0,0
"544",19,"Ally Prisock",2019,"HOU","USA","DF",15,15,1323,0,1,1,0
"545",67,"Cami Privett",2019,"HOU","USA","MF",3,0,16,0,0,0,0
"546",387,"Morgan Proffitt",2019,"SEA","USA","MF",6,4,413,0,0,0,0
"547",299,"Leah Pruitt",2019,"NC","USA","FW",14,6,553,2,1,1,0
"548",331,"Mallory Pugh",2019,"WAS","USA","FW",9,9,765,2,2,0,0
"549",337,NA,2019,"POR","USA","FW",22,16,1332,8,1,0,0
"550",427,"Rebecca Quinn",2019,"SEA","CAN","DF,MF",6,4,357,0,0,0,0
"551",358,"Megan Rapinoe",2019,"SEA","USA","FW,MF",5,3,333,0,0,0,0
"552",182,"Hayley Raso",2019,"POR","AUS","FW,MF",14,11,1041,4,0,0,0
"553",388,"Morgan Reid",2019,"ORL","USA","DF",7,7,602,0,0,1,0
"554",238,"Katherine Reynolds",2019,"POR","USA","DF",23,17,1651,0,0,0,0
"555",131,"Domi Richardson",2019,"NJ","USA","DF,MF",8,5,510,1,0,0,0
"556",74,"Cari Roccaro",2019,"NC","USA","DF",13,11,908,0,1,0,0
"557",31,"Amy Rodriguez",2019,"UTA","USA","FW,MF",24,24,2092,9,0,2,0
"558",425,"Raquel Rodriguez",2019,"NJ","CRC","FW",22,22,1921,3,3,2,0
"559",38,NA,2019,"HOU","MEX","DF",10,8,762,0,1,1,0
"560",35,"Angela Salem",2019,"POR","USA","MF",3,2,153,0,0,0,0
"561",338,"María Sánchez",2019,"CHI","MEX","MF",7,0,134,0,0,0,0
"562",48,"Becky Sauerbrunn",2019,"UTA","USA","DF",14,14,1260,1,0,0,0
"563",463,"Sophie Schmidt",2019,"HOU","CAN","MF",18,16,1407,0,1,4,0
"564",127,"Desiree Scott",2019,"UTA","CAN","MF",17,17,1530,0,0,0,0
"565",167,"Gabby Seiler",2019,"POR","USA","DF",15,13,1123,0,0,1,0
"566",250,"Kayla Sharples",2019,"CHI","USA","DF",2,0,13,0,0,1,0
"567",39,"Arielle Ship",2019,"WAS","USA","FW",8,4,322,0,2,0,0
"568",85,"Casey Short",2019,"CHI","USA","DF",23,23,2055,2,3,2,0
"569",283,"Kyah Simon",2019,"HOU","AUS","FW",10,4,411,2,2,0,0
"570",102,"Christine Sinclair",2019,"POR","CAN","FW,MF",17,17,1530,9,1,0,0
"571",156,"Erica Skroski",2019,"NJ","USA","DF",24,24,2115,0,0,2,0
"572",152,"Emily Sonnett",2019,"POR","USA","DF",13,12,1087,2,0,2,1
"573",368,"Meredith Speck",2019,"NC","USA","MF",8,0,72,0,0,0,0
"574",199,"Jasmyne Spencer",2019,"SEA","USA","FW",1,1,26,0,0,0,0
"575",226,"Julia Spetsmark",2019,"NC","SWE","MF",11,2,287,2,1,1,0
"576",444,"Samantha Staab",2019,"WAS","USA","DF",24,24,2160,1,1,4,0
"577",404,"Nikki Stanton",2019,"CHI","USA","MF",19,11,995,0,0,6,0
"578",5,"Addison Steiner",2019,"SEA","USA","FW",5,0,146,0,0,0,0
"579",244,"Katie Stengel",2019,"UTA","USA","FW",24,16,1477,2,1,1,0
"580",424,"Raisa Strom-Okimoto",2019,"UTA","USA","FW",3,0,16,0,0,0,0
"581",33,"Andi Sullivan",2019,"WAS","USA","MF",23,23,2070,2,0,1,0
"582",207,"Jenna Szczesny",2019,"CHI","USA","FW",2,0,15,0,0,0,0
"583",218,"Jodie Taylor",2019,"SEA","ENG","FW",16,15,1239,5,3,2,0
"584",115,NA,2019,"WAS","USA","FW",13,7,665,3,1,0,0
"585",157,"Erika Tymrak",2019,"UTA","USA","FW,MF",16,4,529,0,1,1,0
"586",94,"Chioma Ubogagu",2019,"ORL","USA","FW",17,15,1312,4,2,2,0
"587",436,"Rumi Utsugi",2019,"SEA","JPN","MF",5,4,305,0,1,0,0
"588",372,"Michele Vasconcelos",2019,"CHI","USA","FW",11,5,486,2,3,1,0
"589",343,"Marisa Viggiano",2019,"ORL","USA","MF",19,14,1222,1,0,1,0
"590",169,"Gaby Vincent",2019,"UTA","USA","DF",9,7,688,0,0,0,0
"591",118,"Dani Weatherholt",2019,"ORL","USA","MF",19,16,1341,0,0,1,0
"592",332,"Mallory Weber",2019,"POR","USA","FW",1,0,NA,0,0,0,0
"593",332,"Mallory Weber",2019,"UTA","USA","FW",18,13,1244,0,1,2,0
"594",97,"Christen Westphal",2019,"SEA","USA","DF",4,1,138,0,0,0,0
"595",435,"Rosie White",2019,"SEA","NZL","FW",9,8,655,2,1,0,0
"596",321,"Lynn Williams",2019,"NC","USA","FW",22,21,1850,12,5,0,0
"597",437,"Ryan Williams",2019,"NC","USA","DF,MF",4,3,232,0,0,0,0
"598",40,"Arin Wright",2019,"CHI","USA","DF",17,17,1505,1,1,0,0
"599",265,"Kenie Wright",2019,"NJ","USA","MF",5,1,186,0,1,2,0
"600",50,"Beverly Yanez",2019,"SEA","USA","FW,MF",21,20,1747,1,0,1,0
"601",173,"Gunnhildur Yrsa Jónsdóttir",2019,"UTA","ISL","MF",24,19,1795,1,4,1,0
"602",457,"Shelina Zadorsky",2019,"ORL","CAN","DF",16,16,1440,1,0,1,0
"603",351,"McCall Zerboni",2019,"NC","USA","MF",22,19,1670,0,1,3,0
